Month,participantId,Education,Food,Recreation,Rent,Shelter,Wage,Expense,educationLevel
2022-03,118,0.0,172.72,118.764,0.0,603.46,6520.33,894.94,Bachelors
2022-03,119,0.0,174.52,234.830119,0.0,744.36,6379.07,1153.71,Graduate
2022-03,120,0.0,201.72,357.1310476,0.0,850.82,4144.41,1409.67,HighSchoolOrCollege
2022-03,121,0.0,187.19,111.1166667,0.0,749.32,2931.73,1047.62,HighSchoolOrCollege
2022-03,122,0.0,176.64,205.3007143,0.0,605.32,3634.76,987.26,HighSchoolOrCollege
2022-03,123,0.0,158.7,229.4204762,0.0,607.99,3604.81,996.12,HighSchoolOrCollege
2022-03,124,0.0,179.56,452.0003333,0.0,607.99,8227.99,1239.55,Graduate
2022-03,125,0.0,158.32,264.7674722,0.0,608.03,16777.72,1031.11,Graduate
2022-03,126,0.0,195.83,442.2638333,0.0,632.65,1874.38,1270.74,HighSchoolOrCollege
2022-03,127,0.0,104.38,0.0,0.0,0.0,1577.5,104.38,HighSchoolOrCollege
2022-03,128,0.0,184.14,171.5257619,0.0,900.05,3451.69,1255.71,Bachelors
2022-03,129,0.0,153.59,209.9381548,0.0,749.32,2834.76,1112.85,HighSchoolOrCollege
2022-03,130,0.0,169.2,351.6133333,0.0,749.32,2752.74,1270.13,HighSchoolOrCollege
2022-03,131,0.0,213.42,275.4322619,0.0,888.46,6354.46,1377.31,Bachelors
2022-03,132,0.0,176.54,214.8436667,0.0,749.32,10340.48,1140.7,Graduate
2022-03,133,0.0,161.74,284.7435,0.0,749.32,2789.07,1195.8,HighSchoolOrCollege
2022-03,134,0.0,152.34,126.5245,0.0,615.6,3579.06,894.46,HighSchoolOrCollege
2022-03,135,0.0,200.35,420.1283333,0.0,794.25,4005.18,1414.73,HighSchoolOrCollege
2022-03,136,0.0,167.76,173.4549524,0.0,749.32,5955.19,1090.53,Graduate
2022-03,137,0.0,200.15,240.8816667,0.0,659.17,2068.0,1100.2,HighSchoolOrCollege
2022-03,138,0.0,191.18,275.4480278,0.0,1001.51,2795.85,1468.14,HighSchoolOrCollege
2022-03,139,0.0,182.26,276.6468095,0.0,1263.76,3232.21,1722.67,Bachelors
2022-03,140,0.0,176.78,213.7083333,0.0,615.6,6240.38,1006.09,Bachelors
2022-03,141,0.0,226.03,197.5408929,8028.8,8025.85,2831.06,16478.22,Bachelors
2022-03,142,0.0,135.87,0.0,0.0,0.0,1676.28,135.87,HighSchoolOrCollege
2022-03,143,0.0,148.69,224.7337698,0.0,615.6,6280.28,989.02,HighSchoolOrCollege
2022-03,144,0.0,167.19,264.3035,0.0,751.67,2855.49,1183.17,HighSchoolOrCollege
2022-03,145,0.0,186.2,434.9248095,0.0,623.18,1858.14,1244.3,HighSchoolOrCollege
2022-03,146,0.0,174.42,264.3363333,0.0,751.67,4197.33,1190.42,HighSchoolOrCollege
2022-03,147,0.0,167.42,311.219381,0.0,751.67,4482.03,1230.3,HighSchoolOrCollege
2022-03,148,0.0,169.23,204.1716667,0.0,615.6,6302.48,989.0,Bachelors
2022-03,149,0.0,196.33,351.0323333,0.0,623.18,2032.24,1170.54,Bachelors
2022-03,150,0.0,170.54,290.0695238,0.0,615.6,6088.06,1076.21,Bachelors
2022-03,151,0.0,166.58,310.4666667,0.0,615.6,6403.94,1092.65,Low
2022-03,152,0.0,184.08,305.7054643,0.0,758.99,2662.96,1248.78,HighSchoolOrCollege
2022-03,153,0.0,192.96,385.778,0.0,885.67,2446.97,1464.41,HighSchoolOrCollege
2022-03,154,0.0,104.04,0.0,0.0,0.0,1571.06,104.04,HighSchoolOrCollege
2022-03,155,0.0,153.56,366.7233333,0.0,615.6,13532.84,1135.89,Graduate
2022-03,156,0.0,166.19,291.1471667,0.0,760.91,2675.22,1218.25,HighSchoolOrCollege
2022-03,157,0.0,167.48,239.6359286,0.0,616.36,7536.22,1023.48,Graduate
2022-03,158,0.0,150.47,209.9693611,0.0,768.16,5439.78,1128.6,Graduate
2022-03,159,0.0,153.08,210.9007143,0.0,616.36,3562.5,980.35,HighSchoolOrCollege
2022-03,160,0.0,167.48,126.9175,0.0,617.5,5725.22,911.9,Bachelors
2022-03,161,0.0,71.89,0.0,0.0,0.0,1393.24,71.89,HighSchoolOrCollege
2022-03,162,0.0,214.86,384.6210476,0.0,775.45,3445.1,1374.93,HighSchoolOrCollege
2022-03,163,0.0,171.8,316.0038095,0.0,617.5,6214.47,1105.3,HighSchoolOrCollege
2022-03,164,0.0,197.92,382.8158095,0.0,1223.52,4146.46,1804.25,Graduate
2022-03,165,0.0,170.78,271.0557222,0.0,1121.11,4613.73,1562.95,Graduate
2022-03,166,0.0,166.17,179.0328571,0.0,768.16,2586.41,1113.36,Low
2022-03,167,0.0,192.31,490.6919841,0.0,1106.22,2745.62,1789.22,HighSchoolOrCollege
2022-03,168,0.0,165.89,146.43,0.0,348.4,4746.65,660.72,Graduate
2022-03,169,0.0,186.01,545.7403333,0.0,351.15,2489.63,1082.9,HighSchoolOrCollege
2022-03,170,0.0,164.01,264.3004762,0.0,350.16,10303.75,778.47,Bachelors
2022-03,171,0.0,165.2,78.928,0.0,350.16,2645.05,594.28,Low
2022-03,172,0.0,172.59,373.1925,0.0,360.29,4383.22,906.07,Graduate
2022-03,173,0.0,197.2,408.593,507.27,760.91,4359.36,1873.98,Graduate
2022-03,174,0.0,183.0,230.1096905,0.0,421.56,3976.67,834.67,Graduate
2022-03,175,0.0,167.7,276.7693452,0.0,360.29,4350.95,804.76,HighSchoolOrCollege
2022-03,176,0.0,168.48,306.9269048,0.0,509.34,2863.58,984.74,Graduate
2022-03,177,0.0,163.22,313.58,0.0,363.03,2525.38,839.82,HighSchoolOrCollege
2022-03,178,0.0,155.52,41.01,378.58,757.16,5138.77,1332.27,Bachelors
2022-03,179,0.0,189.0,537.5415,0.0,573.36,1903.88,1299.9,Bachelors
2022-03,180,0.0,178.48,13.03,0.0,507.27,4276.34,698.78,Low
2022-03,181,0.0,193.82,355.8079167,0.0,452.65,2794.05,1002.28,HighSchoolOrCollege
2022-03,182,0.0,173.4,224.495,0.0,554.01,1659.79,951.9,HighSchoolOrCollege
2022-03,183,0.0,169.38,131.173,189.29,473.22,6701.28,963.07,Graduate
2022-03,184,0.0,217.44,382.183619,0.0,567.87,3171.08,1167.49,HighSchoolOrCollege
2022-03,185,0.0,170.78,40.35,0.0,378.58,3638.0,589.7,HighSchoolOrCollege
2022-03,186,0.0,184.57,85.942,364.67,911.68,3378.78,1546.87,Graduate
2022-03,187,0.0,171.89,0.0,182.34,547.0,2667.49,901.22,Low
2022-03,188,0.0,170.79,112.8514286,274.44,686.08,4486.23,1244.16,Bachelors
2022-03,189,0.0,171.64,0.0,137.22,411.65,6643.18,720.52,Graduate
2022-03,190,0.0,174.85,247.1995238,0.0,366.69,4212.96,788.74,Bachelors
2022-03,191,0.0,155.42,227.008,0.0,366.69,2524.18,749.12,HighSchoolOrCollege
2022-03,192,0.0,172.8,22.8,91.48,320.17,3523.05,607.25,HighSchoolOrCollege
2022-03,193,0.0,204.56,247.7170159,329.64,824.1,7731.88,1606.01,Bachelors
2022-03,194,0.0,161.63,15.955,0.0,274.43,5767.28,452.02,Bachelors
2022-03,195,0.0,168.62,9.98,164.82,494.46,6654.64,837.88,Graduate
2022-03,196,0.0,158.76,226.729,0.0,372.18,1899.11,757.66,Low
2022-03,197,0.0,182.23,263.7766667,0.0,635.54,2052.2,1081.55,HighSchoolOrCollege
2022-03,198,0.0,166.96,36.37,109.88,384.58,5237.19,697.79,Bachelors
2022-03,199,0.0,154.94,170.9865,0.0,375.84,3998.5,701.76,HighSchoolOrCollege
2022-03,200,0.0,169.18,10.89,0.0,329.64,6525.68,509.71,Graduate
2022-03,201,0.0,166.78,0.0,121.56,425.45,3440.11,713.79,HighSchoolOrCollege
2022-03,202,0.0,169.02,347.68475,0.0,631.88,2262.09,1148.58,HighSchoolOrCollege
2022-03,203,0.0,190.32,420.126,0.0,486.97,1976.0,1097.42,HighSchoolOrCollege
2022-03,204,0.0,171.17,0.0,0.0,364.67,2466.96,535.84,Low
2022-03,205,0.0,168.98,161.2019048,0.0,350.16,6095.94,680.34,HighSchoolOrCollege
2022-03,206,0.0,168.52,204.1692381,0.0,376.75,2206.46,749.43,HighSchoolOrCollege
2022-03,207,0.0,183.06,72.76933333,282.68,706.7,5811.13,1245.2,Bachelors
2022-03,208,0.0,168.82,267.194,0.0,379.49,4090.53,815.5,HighSchoolOrCollege
2022-03,209,0.0,170.52,8.28,141.34,424.02,6023.3,744.16,HighSchoolOrCollege
2022-03,210,0.0,182.92,402.7098333,0.0,501.11,1688.02,1086.74,Low
2022-03,211,0.0,176.96,15.87,94.23,329.79,5107.56,616.86,Bachelors
2022-03,212,0.0,226.3,512.644,0.0,433.45,2955.76,1172.39,HighSchoolOrCollege
2022-03,213,0.0,167.54,75.235,315.18,630.36,4629.63,1188.31,Bachelors
2022-03,214,0.0,172.24,0.0,157.59,393.98,3452.23,723.81,HighSchoolOrCollege
2022-03,215,0.0,149.1,15.79,0.0,315.18,5489.14,480.06,Bachelors
2022-03,216,0.0,178.54,18.72,0.0,282.68,3154.04,479.94,HighSchoolOrCollege
2022-03,217,0.0,154.07,435.9726667,0.0,550.49,2940.62,1140.53,HighSchoolOrCollege
2022-03,218,0.0,174.06,437.460119,0.0,523.45,1667.7,1134.97,HighSchoolOrCollege
2022-03,219,0.0,167.27,72.16833333,257.88,515.74,2056.81,1013.06,HighSchoolOrCollege
2022-03,220,0.0,215.87,318.7658333,0.0,673.03,3369.56,1207.66,Graduate
2022-03,221,0.0,157.42,155.1683333,436.26,654.38,2326.35,1403.23,HighSchoolOrCollege
2022-03,222,0.0,188.69,273.5570238,0.0,386.81,2401.35,849.06,HighSchoolOrCollege
2022-03,223,0.0,211.74,450.3631667,0.0,567.87,4111.84,1229.98,Bachelors
2022-03,224,0.0,173.58,31.61214286,128.94,322.34,2264.42,656.47,Low
2022-03,225,0.0,151.57,0.0,0.0,257.87,3134.69,409.44,HighSchoolOrCollege
2022-03,226,0.0,159.7,186.7473333,477.56,716.34,3712.09,1540.35,Bachelors
2022-03,227,0.0,174.56,164.6215714,0.0,395.04,2417.46,734.23,HighSchoolOrCollege
2022-03,228,0.0,168.44,25.95833333,0.0,436.26,5310.36,630.65,Bachelors
2022-03,229,0.0,174.46,75.27333333,390.68,976.7,6308.21,1617.12,Bachelors
2022-03,230,0.0,163.47,0.0,0.0,477.56,5284.96,641.03,Bachelors
2022-03,231,0.0,209.35,363.8508333,0.0,472.77,1855.39,1045.97,HighSchoolOrCollege
2022-03,232,0.0,176.83,426.4984762,0.0,452.65,1814.13,1055.98,HighSchoolOrCollege
2022-03,233,0.0,164.9,0.0,195.34,586.02,6709.32,946.26,Graduate
2022-03,234,0.0,163.85,228.1525238,0.0,396.87,4278.52,788.87,Graduate
2022-03,235,0.0,152.17,60.2725,458.44,916.88,6091.44,1587.76,Graduate
2022-03,236,0.0,146.28,16.27,229.22,573.05,3999.95,964.82,Low
2022-03,237,0.0,147.2,18.72,0.0,458.44,6687.49,624.36,Graduate
2022-03,238,0.0,176.03,36.53,130.23,455.8,2295.92,798.58,Low
2022-03,239,0.0,189.14,317.9158333,0.0,480.08,1832.59,987.14,Low
2022-03,240,0.0,168.83,246.187,0.0,405.1,4222.84,820.12,Graduate
2022-03,241,0.0,167.4,15.3,0.0,390.68,3290.92,573.38,HighSchoolOrCollege
2022-03,242,0.0,148.78,339.806,0.0,350.16,6468.54,838.75,Graduate
2022-03,243,0.0,173.31,232.568869,0.0,406.93,1727.59,812.81,HighSchoolOrCollege
2022-03,244,0.0,174.47,317.0725,0.0,514.83,2218.16,1006.37,HighSchoolOrCollege
2022-03,245,0.0,177.79,247.0455952,368.92,922.3,4471.83,1716.05,Graduate
2022-03,246,0.0,194.14,316.6348095,0.0,502.03,1709.84,1012.8,HighSchoolOrCollege
2022-03,247,0.0,184.83,273.0729524,0.0,523.06,1639.58,980.97,Low
2022-03,248,0.0,175.02,0.0,184.46,553.38,5422.92,912.86,Bachelors
2022-03,249,0.0,178.25,273.0324206,400.75,601.12,3235.59,1453.16,Graduate
2022-03,250,0.0,170.47,192.2789286,0.0,406.93,2398.54,769.68,HighSchoolOrCollege
2022-03,251,0.0,155.95,216.4675,0.0,411.5,2165.59,783.92,HighSchoolOrCollege
2022-03,252,12.81,191.0,212.1254762,0.0,618.94,5683.29,1034.88,HighSchoolOrCollege
2022-03,253,12.81,165.67,487.7875238,0.0,621.52,6320.86,1287.78,Graduate
2022-03,254,38.01,170.26,248.5733333,0.0,617.5,7057.67,1074.34,Bachelors
2022-03,255,91.14,180.04,264.2283651,0.0,634.41,1834.7,1169.82,HighSchoolOrCollege
2022-03,256,91.14,190.31,0.0,0.0,0.0,2146.64,281.45,HighSchoolOrCollege
2022-03,257,91.14,174.21,355.1591667,0.0,621.52,3325.66,1242.03,HighSchoolOrCollege
2022-03,258,91.14,175.47,370.573631,0.0,840.72,2248.69,1477.9,Bachelors
2022-03,259,38.01,171.12,185.089,0.0,617.5,3320.66,1011.72,HighSchoolOrCollege
2022-03,260,91.14,150.93,151.8072222,0.0,626.67,5909.68,1020.55,Graduate
2022-03,261,91.14,165.72,204.1140476,0.0,631.83,5956.64,1092.81,HighSchoolOrCollege
2022-03,262,91.14,194.93,0.0,0.0,0.0,4346.98,286.07,HighSchoolOrCollege
2022-03,263,38.01,176.66,159.8941667,0.0,617.97,3326.03,992.53,HighSchoolOrCollege
2022-03,264,38.01,169.94,142.21,0.0,617.97,5971.53,968.12,HighSchoolOrCollege
2022-03,265,38.01,176.98,80.48666667,0.0,621.4,5324.82,916.88,Bachelors
2022-03,266,91.14,245.66,441.2320238,0.0,887.14,6758.8,1665.18,Graduate
2022-03,267,91.14,195.39,0.0,0.0,0.0,2149.63,286.53,HighSchoolOrCollege
2022-03,268,38.01,158.06,263.734,0.0,621.4,3178.21,1081.21,HighSchoolOrCollege
2022-03,269,91.14,167.04,437.9594048,0.0,631.83,5628.49,1327.97,HighSchoolOrCollege
2022-03,270,73.2,162.57,111.62,0.0,621.5,5937.86,968.89,HighSchoolOrCollege
2022-03,271,91.14,167.64,213.45,0.0,636.99,3158.82,1109.22,HighSchoolOrCollege
2022-03,272,91.14,191.41,457.6255357,0.0,1023.4,2776.09,1763.58,HighSchoolOrCollege
2022-03,273,91.14,187.43,449.6740833,0.0,719.51,1991.12,1447.75,HighSchoolOrCollege
2022-03,274,91.14,190.19,218.5132619,0.0,776.25,2390.93,1276.1,HighSchoolOrCollege
2022-03,275,38.01,168.72,233.5133333,0.0,625.07,3338.25,1065.31,HighSchoolOrCollege
2022-03,276,73.2,159.78,249.6291667,0.0,631.9,9521.9,1114.51,Bachelors
2022-03,277,38.01,185.61,263.7609524,0.0,851.45,2171.15,1338.83,HighSchoolOrCollege
2022-03,278,73.2,173.08,385.6563333,0.0,631.9,4947.08,1263.84,Bachelors
2022-03,279,91.14,247.68,0.0,0.0,0.0,4955.98,338.82,HighSchoolOrCollege
2022-03,280,38.01,152.18,328.349,0.0,632.65,4852.95,1151.18,Bachelors
2022-03,281,91.14,178.49,137.3325,0.0,636.99,2973.37,1043.96,HighSchoolOrCollege
2022-03,282,38.01,173.73,128.9572222,0.0,632.65,3028.76,973.35,HighSchoolOrCollege
2022-03,283,38.01,175.06,393.7762698,0.0,1247.35,4591.02,1854.19,Graduate
2022-03,284,38.01,244.98,495.5344286,0.0,634.54,2132.26,1413.07,HighSchoolOrCollege
2022-03,285,91.14,152.09,0.0,0.0,0.0,1539.8,243.23,HighSchoolOrCollege
2022-03,286,91.14,172.7,243.714881,0.0,644.97,3044.38,1152.52,HighSchoolOrCollege
2022-03,287,91.14,175.61,334.6795357,0.0,649.7,4433.67,1251.13,HighSchoolOrCollege
2022-03,288,91.14,171.12,0.0,0.0,0.0,2179.88,262.26,HighSchoolOrCollege
2022-03,289,38.01,179.94,357.3973333,0.0,993.62,4610.42,1568.97,Graduate
2022-03,290,38.01,164.8,423.868869,0.0,634.54,6327.81,1261.22,Graduate
2022-03,291,91.14,200.96,272.2011905,0.0,649.7,5205.57,1214.0,Low
2022-03,292,38.01,193.66,318.3675635,0.0,855.86,2599.46,1405.89,Bachelors
2022-03,293,38.01,166.76,231.4030952,0.0,634.54,3005.52,1070.72,HighSchoolOrCollege
2022-03,294,91.14,181.39,264.2585476,0.0,691.15,1844.19,1227.94,HighSchoolOrCollege
2022-03,295,91.14,221.84,540.0325,0.0,649.7,6352.0,1502.71,Graduate
2022-03,296,91.14,179.87,236.6696667,0.0,654.76,5567.74,1162.44,Graduate
